This file was created using the 202504 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
199901  ,-3.47   ,4.90   ,0.59  ,-4.97  ,15.07   ,9.13   ,2.18   ,0.28  ,-6.25   ,0.97
199902  ,-3.99  ,-4.50  ,-2.13  ,-3.26 ,-11.57  ,-2.89  ,-1.34   ,0.17  ,-3.63   ,0.01
199903  ,-2.03  ,-0.37   ,4.86  ,15.28   ,8.47  ,-0.68   ,2.70   ,2.51  ,-1.64   ,2.42
199904   ,3.91   ,9.41   ,9.45  ,15.77   ,2.26   ,7.75   ,0.38  ,-5.53   ,7.35   ,6.71
199905   ,1.37  ,-4.47  ,-3.30  ,-3.10  ,-0.83   ,0.66  ,-2.98  ,-2.03   ,6.73  ,-3.89
199906   ,0.26   ,0.93   ,4.51  ,-1.48  ,11.56   ,5.88   ,8.07   ,4.43  ,-4.49   ,3.05
199907  ,-2.44  ,-6.03  ,-1.16   ,1.64  ,-1.73  ,-1.72  ,-5.00  ,-4.40  ,-0.58  ,-5.94
199908  ,-4.59   ,0.60  ,-0.52   ,1.92   ,5.46  ,-8.25  ,-5.96   ,3.76   ,0.58  ,-5.04
199909  ,-6.91  ,-8.37  ,-3.15  ,-3.96  ,-0.10   ,4.65   ,1.27  ,-7.07  ,-4.28  ,-4.55
199910   ,6.60   ,4.60   ,5.71  ,-1.57   ,3.01   ,8.30   ,3.21  ,10.73   ,2.16  ,11.43
199911  ,-1.10  ,-2.20  ,-0.98   ,3.81  ,12.75   ,4.61   ,4.15   ,1.52  ,-7.36  ,-2.49
199912  ,-2.64   ,2.75  ,10.28   ,0.63  ,20.75   ,4.53   ,6.76  ,-5.62  ,-2.37   ,1.40
200001  ,-4.72  ,-1.33  ,-8.66   ,1.28  ,-5.21  ,-3.85 ,-11.01   ,7.63   ,5.54  ,-4.75
200002  ,-6.27  ,-8.81  ,-3.74  ,-5.60  ,18.04  ,-3.69  ,-3.95  ,-2.51  ,-7.07  ,-7.38
200003   ,7.43  ,10.89   ,7.52  ,11.92   ,4.09   ,8.27  ,13.39  ,-0.03   ,5.89  ,14.36
200004  ,-1.96   ,8.69   ,1.46  ,-2.31 ,-10.55  ,-8.33  ,-4.48   ,5.04   ,7.42  ,-2.83
200005   ,7.10 ,-12.31  ,-1.72   ,9.39 ,-10.85  ,-9.97  ,-2.83   ,3.72   ,3.96   ,3.35
200006   ,2.18  ,-8.99  ,-1.28  ,-5.05  ,12.63   ,3.99  ,-2.21  ,10.99  ,-4.68  ,-3.13
200007   ,0.72   ,4.73  ,-1.45  ,-2.68  ,-5.15  ,-6.74  ,-1.22  ,-6.51   ,3.87   ,5.36
200008  ,-2.08   ,5.44   ,7.41   ,8.75  ,12.68  ,-1.49  ,-2.40   ,3.50  ,11.66   ,9.24
200009   ,3.73  ,-4.16  ,-5.70   ,4.56 ,-14.73  ,-4.45   ,2.66   ,3.67   ,8.80   ,0.25
200010   ,7.48   ,2.55   ,3.40  ,-2.81  ,-7.47  ,-0.17  ,-1.75   ,2.06  ,-1.67  ,-1.29
200011   ,2.70 ,-11.14  ,-3.08  ,-2.52 ,-23.20 ,-16.53  ,-1.04   ,0.75   ,2.96  ,-5.98
200012   ,5.44   ,0.08   ,6.97   ,7.50  ,-7.99  ,-4.27   ,5.67   ,3.49   ,6.47   ,6.47
200101  ,-2.18  ,13.05  ,-0.98  ,-3.43  ,16.18  ,15.50   ,6.41  ,-8.51 ,-10.23   ,0.63
200102   ,0.14  ,-1.25  ,-3.79  ,-0.03 ,-26.07 ,-10.30  ,-5.33  ,-0.54   ,6.18  ,-4.25
200103  ,-4.78  ,-3.33  ,-6.05  ,-0.10 ,-13.89  ,-6.00  ,-2.87  ,-8.59   ,1.05  ,-4.50
200104   ,0.92   ,8.70   ,7.55  ,10.02  ,18.01   ,4.01   ,5.60   ,4.25   ,5.41   ,6.08
200105   ,3.40  ,-1.56   ,2.15   ,0.10  ,-3.20  ,-1.63   ,1.61   ,2.77   ,0.47   ,3.64
200106  ,-1.52   ,3.79  ,-4.65  ,-7.46   ,1.41  ,-2.68  ,-2.58  ,-2.98  ,-6.15  ,-0.09
200107  ,-0.54   ,3.26   ,0.53  ,-2.23  ,-7.57  ,-0.96   ,4.55   ,2.28  ,-3.84  ,-2.17
200108   ,1.99 ,-10.05  ,-2.18  ,-3.50 ,-12.63  ,-8.64  ,-6.92  ,-3.10   ,0.53  ,-5.20
200109  ,-3.52 ,-17.27 ,-12.70  ,-6.18 ,-19.00  ,-2.35  ,-9.51  ,-0.63  ,-6.60  ,-7.87
200110   ,1.28   ,1.07   ,3.94   ,5.14  ,15.70  ,-9.57   ,1.57   ,1.26   ,1.76  ,-0.98
200111   ,2.58  ,15.01   ,8.46  ,-4.21  ,15.89   ,5.85   ,9.81   ,5.02  ,-1.43   ,7.20
200112   ,1.89  ,-0.84   ,2.64   ,5.97  ,-0.63   ,2.60   ,4.34  ,-2.82   ,4.04   ,3.68
200201   ,0.87   ,2.85   ,1.56  ,-2.87  ,-0.52  ,-7.15   ,2.61  ,-2.41  ,-4.33  ,-1.56
200202   ,4.24   ,3.27   ,4.36   ,5.56 ,-13.15  ,-2.75  ,-0.15  ,-0.45  ,-0.36  ,-0.25
200203   ,3.80   ,6.89   ,4.93   ,7.69   ,6.50   ,0.36   ,2.09   ,0.54  ,10.29   ,5.24
200204   ,2.12   ,1.93  ,-1.51  ,-4.55 ,-11.90 ,-12.76  ,-1.62  ,-7.55  ,-0.42  ,-2.75
200205   ,1.27  ,-0.43  ,-0.26  ,-0.74  ,-3.59   ,3.00  ,-1.44  ,-2.28  ,-6.92  ,-0.53
200206  ,-6.05  ,-8.16  ,-2.98   ,0.01 ,-12.15 ,-14.40  ,-5.10  ,-9.53  ,-5.81  ,-5.11
200207  ,-6.63 ,-11.92  ,-8.52 ,-11.83  ,-9.70 ,-11.67 ,-11.43  ,-2.76 ,-12.14  ,-6.37
200208   ,2.25   ,0.62  ,-1.29   ,0.63  ,-0.96   ,0.20   ,1.84   ,0.65   ,3.40   ,1.13
200209  ,-7.73 ,-10.90  ,-8.34  ,-7.85 ,-16.60  ,-9.85  ,-9.44  ,-5.89 ,-10.88 ,-10.60
200210   ,5.06  ,-2.71   ,3.78   ,3.14  ,19.37  ,21.94   ,5.72   ,5.68  ,-0.61   ,6.38
200211  ,-1.09  ,11.99   ,6.25   ,3.02  ,16.27  ,11.81   ,1.90   ,3.78   ,1.58   ,4.20
200212  ,-0.23  ,-6.52  ,-3.81   ,0.84 ,-12.90  ,-9.51  ,-6.99  ,-4.09   ,3.83  ,-4.79
200301  ,-3.93  ,-3.40  ,-4.07  ,-2.50  ,-1.51  ,-4.11  ,-4.76  ,-0.60  ,-3.21  ,-2.38
200302  ,-2.88  ,-4.79  ,-2.27   ,1.95   ,1.16  ,-6.45  ,-1.21  ,-1.96  ,-3.98  ,-2.70
200303  ,-2.62  ,-2.57   ,1.32   ,1.50  ,-0.97  ,-0.43   ,4.68   ,3.73   ,4.31   ,1.04
200304   ,4.38  ,15.05   ,6.30  ,-0.47   ,9.18  ,11.26   ,8.97   ,4.27   ,7.23  ,11.64
200305   ,9.54   ,2.86   ,4.66   ,8.66   ,9.80   ,6.32   ,3.48   ,3.94  ,10.16   ,5.23
200306   ,1.66   ,2.42   ,0.54  ,-0.96   ,0.35   ,2.09   ,3.44   ,4.16   ,1.06   ,0.91
200307  ,-1.69   ,6.67   ,4.97  ,-2.62   ,5.60  ,-1.71   ,3.29   ,0.48  ,-5.43   ,3.61
200308   ,0.29   ,8.03   ,4.09   ,6.19   ,6.06   ,1.26   ,6.73  ,-2.82   ,1.92   ,0.62
200309   ,1.14  ,-4.21  ,-3.74  ,-2.18  ,-0.93  ,-5.52  ,-4.54   ,0.30   ,3.84   ,0.26
200310   ,5.93   ,7.31   ,8.89   ,1.65   ,8.28   ,6.83   ,9.03   ,0.87   ,1.51   ,6.34
200311   ,3.59   ,3.07   ,2.08   ,0.65   ,1.86  ,-0.63   ,0.56   ,1.82   ,0.95   ,1.15
200312   ,3.44  ,11.90   ,6.73  ,13.60   ,2.15   ,7.57  ,-2.13   ,5.64   ,5.86   ,4.28
200401   ,0.06  ,-0.76  ,-0.70   ,0.23   ,4.51   ,1.65   ,0.45   ,3.10   ,1.91   ,2.89
200402   ,4.26   ,0.00   ,1.97   ,4.54  ,-2.91  ,-0.42   ,6.10   ,0.89   ,2.11   ,2.13
200403  ,-0.09  ,-1.36  ,-0.28   ,0.02  ,-2.51  ,-2.03   ,0.28  ,-3.91   ,1.14  ,-0.66
200404   ,1.41   ,2.46  ,-0.17   ,2.66  ,-4.89  ,-0.43  ,-2.72   ,3.51  ,-3.57  ,-3.70
200405  ,-1.91  ,-1.64   ,1.67   ,0.55   ,4.83  ,-2.96   ,0.30  ,-0.42   ,1.26   ,1.72
200406   ,1.67   ,5.34   ,5.30   ,5.46   ,2.67   ,0.80   ,0.03  ,-0.50   ,2.03   ,1.31
200407  ,-5.97  ,-4.64  ,-4.06   ,3.32  ,-8.51  ,-1.00  ,-4.03  ,-5.93   ,1.06  ,-2.30
200408   ,0.79  ,-2.23   ,1.34  ,-1.38  ,-4.51   ,1.17  ,-1.20   ,1.64   ,3.67   ,1.88
200409  ,-2.02   ,2.30   ,1.94   ,8.82   ,3.46   ,1.33   ,2.61  ,-1.41   ,1.38   ,1.10
200410   ,2.84  ,-3.00  ,-1.45   ,0.64   ,5.14   ,3.31   ,3.06  ,-2.43   ,4.24   ,1.09
200411   ,4.61   ,7.27   ,7.23   ,6.58   ,5.73   ,3.63   ,3.67   ,0.67   ,4.89   ,4.69
200412   ,4.77   ,4.88   ,2.52  ,-2.31   ,3.09   ,4.18   ,3.50   ,5.66   ,2.48   ,4.41
200501   ,0.23  ,-7.02  ,-1.76   ,3.03  ,-6.32  ,-4.24  ,-1.03  ,-4.08   ,1.76  ,-2.17
200502   ,0.73  ,-0.25   ,4.07  ,19.45   ,0.03  ,-0.44   ,0.63   ,2.44   ,2.36   ,0.15
200503  ,-0.85  ,-8.00  ,-1.39  ,-3.44  ,-2.54  ,-0.04   ,0.22  ,-0.48   ,0.61  ,-2.36
200504  ,-0.96 ,-11.05  ,-4.68  ,-5.61  ,-4.51  ,-2.00  ,-5.28   ,3.95   ,2.13  ,-1.59
200505   ,2.33   ,8.81   ,2.91   ,2.10   ,8.21   ,1.50   ,6.43   ,1.48   ,1.66   ,3.24
200506  ,-1.67   ,2.10  ,-1.16   ,5.76  ,-1.64   ,0.19   ,2.44  ,-0.58   ,5.56   ,1.42
200507   ,2.71   ,5.42   ,5.83   ,5.89   ,6.13   ,3.13   ,5.83   ,3.72   ,2.98   ,2.41
200508   ,0.08  ,-2.87  ,-1.36   ,5.81  ,-0.38  ,-1.20  ,-5.60  ,-0.31   ,1.25  ,-1.67
200509   ,0.37  ,-4.34   ,0.84   ,7.26   ,0.67  ,-1.47  ,-1.80  ,-1.93   ,4.38   ,1.22
200510  ,-1.50  ,-5.21  ,-2.39 ,-10.16  ,-1.78  ,-3.03   ,1.54  ,-3.26  ,-6.85   ,1.24
200511   ,0.99   ,2.21   ,5.31   ,1.01   ,6.45   ,2.64   ,3.94   ,1.59  ,-0.22   ,4.92
200512  ,-0.07  ,-0.65   ,1.44   ,0.44  ,-1.91  ,-1.73  ,-0.59   ,2.40   ,1.24   ,0.19
200601   ,0.10   ,5.79   ,5.17  ,12.54   ,4.06   ,3.86   ,2.01   ,2.19   ,3.03   ,1.58
200602   ,1.15  ,-0.38   ,1.02  ,-8.14  ,-0.99   ,3.30   ,1.40   ,1.05   ,0.23   ,0.99
200603   ,1.24   ,2.66   ,3.01   ,4.00   ,2.88   ,1.80   ,2.43  ,-1.01  ,-3.65   ,1.87
200604   ,1.05   ,0.28   ,4.08   ,4.52  ,-1.14   ,1.47  ,-1.58  ,-1.86   ,1.82   ,2.15
200605   ,1.06   ,0.63  ,-3.35  ,-3.46  ,-6.90   ,0.00  ,-1.87  ,-2.20   ,1.51  ,-3.09
200606   ,0.30   ,1.87  ,-0.50   ,2.73  ,-1.43   ,2.95   ,0.29  ,-0.11   ,2.42  ,-0.35
200607   ,3.55  ,-3.01  ,-3.65   ,5.06  ,-3.78   ,2.44  ,-4.29   ,4.12   ,4.83  ,-0.91
200608   ,3.06   ,2.37   ,2.05  ,-3.24   ,7.41   ,2.28   ,2.22   ,2.33   ,2.28   ,1.73
200609  ,-0.65   ,4.22   ,1.89  ,-3.81   ,3.57   ,3.66   ,5.69   ,1.53  ,-2.12   ,3.24
200610   ,2.81   ,4.96   ,4.42   ,5.20   ,4.04   ,5.20   ,3.92   ,1.70   ,5.36   ,2.95
200611   ,1.45   ,1.80   ,3.54   ,8.59   ,3.02   ,0.63  ,-1.23   ,0.07   ,3.06   ,1.60
200612   ,2.02  ,-0.81   ,0.50  ,-1.93  ,-0.97   ,4.33   ,1.46   ,0.13   ,0.73   ,3.21
200701   ,1.54   ,2.91   ,3.16  ,-1.33   ,1.99   ,2.73   ,3.64   ,3.51   ,0.48   ,1.05
200702  ,-1.49  ,-0.40   ,0.71  ,-2.12  ,-2.35  ,-2.78  ,-0.68  ,-2.85   ,4.16  ,-2.29
200703   ,2.65  ,-1.10   ,1.64   ,5.90   ,0.87   ,2.31   ,0.80  ,-0.25   ,4.33  ,-0.26
200704   ,3.62   ,6.21   ,4.41   ,5.13   ,4.85   ,1.74   ,2.28   ,6.78   ,3.92   ,3.30
200705   ,2.88   ,3.17   ,4.77   ,7.15   ,3.92   ,7.31   ,2.36   ,1.14   ,1.19   ,3.17
200706  ,-1.06   ,1.88  ,-0.68   ,0.86   ,0.53  ,-1.80  ,-1.97  ,-3.37  ,-4.82  ,-2.77
200707  ,-4.15  ,-5.80  ,-0.02  ,-1.10  ,-1.06  ,-3.11  ,-5.32  ,-4.02  ,-3.73  ,-5.27
200708   ,1.82  ,-1.79   ,0.68   ,0.23   ,2.89  ,-0.86   ,1.53   ,2.32   ,1.84   ,1.18
200709   ,4.00   ,1.72   ,5.43   ,7.84   ,4.17   ,2.05  ,-0.65   ,3.54   ,3.48   ,2.63
200710   ,2.18   ,0.95   ,0.97   ,2.79   ,6.79  ,-2.18   ,1.17   ,1.41   ,6.56   ,0.24
200711   ,0.85  ,-8.96  ,-2.66  ,-4.34  ,-7.51  ,-6.25  ,-3.73   ,0.01  ,-0.71  ,-5.98
200712  ,-1.01  ,-2.16   ,1.00   ,7.70   ,1.46  ,-0.25  ,-2.68  ,-3.95   ,0.90  ,-3.49
200801  ,-5.19  ,-5.20  ,-7.43  ,-9.11 ,-12.35  ,-7.78  ,-0.47  ,-4.61  ,-6.93  ,-2.04
200802  ,-0.13  ,-6.00   ,0.74   ,6.94  ,-3.58  ,-3.85  ,-4.65  ,-0.93  ,-3.03  ,-7.90
200803   ,1.18  ,-4.14  ,-0.15  ,-2.89   ,0.67  ,-0.05   ,1.85  ,-1.77   ,0.81  ,-1.94
200804  ,-1.15   ,6.56   ,5.07  ,10.63   ,6.44   ,4.62   ,5.01   ,0.43   ,6.39   ,3.47
200805   ,3.38   ,1.33   ,3.30   ,4.28   ,5.65   ,4.79   ,1.19   ,1.62   ,3.59  ,-2.39
200806  ,-7.34 ,-19.50  ,-9.19   ,2.82  ,-8.82 ,-10.92  ,-8.09  ,-3.01  ,-0.41 ,-14.76
200807   ,2.26  ,-0.66  ,-0.24 ,-15.66  ,-0.57  ,-3.09   ,1.14   ,6.75  ,-7.10   ,4.39
200808   ,1.72   ,1.66   ,1.42  ,-0.04   ,2.40   ,4.00   ,5.39   ,1.77  ,-0.46   ,0.67
200809  ,-2.96  ,-8.99 ,-13.51 ,-12.12 ,-12.47 ,-12.61  ,-5.76  ,-5.95 ,-11.84  ,-6.31
200810 ,-13.41 ,-33.62 ,-20.71 ,-16.78 ,-18.26 ,-15.53 ,-15.08 ,-11.03 ,-11.12 ,-19.72
200811  ,-4.37 ,-10.71  ,-7.68   ,0.14 ,-10.87  ,-1.58  ,-7.68  ,-7.33   ,1.26 ,-12.36
200812   ,0.87   ,0.17   ,1.39  ,-2.43   ,2.17   ,3.47   ,4.89   ,6.74  ,-2.04   ,0.81
200901  ,-5.05 ,-12.69  ,-9.22  ,-3.53  ,-3.20 ,-10.32  ,-7.61  ,-2.20  ,-0.84 ,-17.66
200902  ,-7.66 ,-12.14 ,-13.53 ,-12.51  ,-5.08  ,-6.95  ,-3.05 ,-10.82 ,-12.52 ,-14.59
200903   ,6.44  ,12.21   ,7.61   ,3.96  ,11.47   ,7.95   ,9.98   ,7.41   ,2.82  ,13.07
200904   ,4.97  ,44.32  ,17.06   ,4.54  ,12.29   ,9.65   ,9.54  ,-0.94   ,2.09  ,16.22
200905   ,7.16  ,-3.22   ,5.50  ,10.50   ,3.04   ,1.05  ,-0.93   ,6.21   ,4.64   ,7.16
200906   ,0.65   ,4.40  ,-1.73  ,-4.78   ,4.53   ,1.65  ,-0.29   ,3.61   ,4.64  ,-2.00
200907   ,7.31  ,19.76  ,11.33   ,5.35   ,8.10   ,5.54   ,6.77   ,5.48   ,4.41   ,9.17
200908   ,0.74   ,2.50   ,2.97   ,0.78   ,2.27   ,0.73   ,3.71   ,2.20   ,0.25   ,7.73
200909   ,4.23   ,2.10   ,6.52   ,5.12   ,5.23   ,6.49   ,2.40   ,2.18   ,2.24   ,3.12
200910  ,-0.62  ,-0.61  ,-2.87   ,2.48  ,-1.50  ,-3.98   ,0.04  ,-3.47  ,-2.71  ,-5.45
200911   ,3.86  ,10.37   ,7.61   ,3.22   ,4.83   ,6.84   ,5.00   ,8.07   ,4.58   ,5.96
200912   ,2.64   ,5.65   ,2.87  ,-0.52   ,5.98   ,6.42   ,1.95   ,2.47   ,5.87   ,0.88
201001  ,-2.40  ,-0.40  ,-3.31  ,-4.85  ,-7.81  ,-6.77  ,-1.83  ,-0.01  ,-4.45  ,-0.53
201002   ,2.66   ,7.39   ,5.21   ,2.59   ,4.79   ,2.76   ,4.29   ,0.38  ,-0.42   ,3.61
201003   ,5.80   ,9.38   ,6.50   ,3.20   ,6.68   ,7.63   ,6.25   ,3.63   ,3.12   ,8.10
201004  ,-1.02   ,7.27   ,3.18   ,4.08   ,2.27   ,3.41   ,2.52  ,-2.18   ,2.85   ,1.81
201005  ,-5.73  ,-9.07  ,-8.43 ,-10.23  ,-7.76  ,-5.85  ,-5.41  ,-8.08  ,-6.30  ,-8.75
201006  ,-1.91 ,-10.68  ,-5.80  ,-6.26  ,-6.15  ,-3.84  ,-9.11  ,-1.66  ,-0.71  ,-6.50
201007   ,7.36  ,15.38   ,9.81   ,7.69   ,7.26   ,9.59   ,4.61   ,2.14   ,6.81   ,6.78
201008  ,-1.17  ,-9.58  ,-5.57  ,-3.44  ,-6.53  ,-1.99  ,-3.97  ,-1.70   ,0.36  ,-7.10
201009   ,6.15  ,13.08  ,10.16   ,9.20  ,12.55   ,7.88  ,12.15   ,9.00   ,3.65   ,8.51
201010   ,4.40   ,8.54   ,5.17   ,4.58   ,6.41   ,4.56   ,2.41   ,1.94   ,1.86   ,2.03
201011  ,-0.07   ,7.32   ,1.48   ,5.51  ,-0.73  ,-1.89   ,4.18  ,-3.34  ,-1.36   ,0.49
201012   ,4.35   ,8.90   ,6.99   ,9.41   ,5.98   ,6.59   ,3.21   ,5.45   ,3.23   ,9.23
201101  ,-2.37  ,-0.24   ,3.01   ,6.93   ,3.92   ,0.05  ,-0.86  ,-0.72   ,2.18   ,2.10
201102   ,4.72  ,-2.15   ,3.43   ,7.63   ,2.41   ,7.40   ,2.26   ,3.33   ,2.42   ,2.95
201103   ,3.03   ,1.87   ,1.84   ,2.11  ,-1.43   ,1.68   ,1.10   ,2.26   ,0.92  ,-1.10
201104   ,4.61   ,2.78   ,2.91   ,1.58   ,3.12   ,3.26   ,4.51   ,6.25   ,4.00   ,1.06
201105   ,2.04  ,-3.58  ,-2.17  ,-4.51  ,-1.76   ,0.77   ,0.88   ,1.99   ,1.32  ,-2.64
201106  ,-1.07  ,-1.09  ,-0.60  ,-2.31  ,-2.46  ,-1.38  ,-0.88  ,-1.87  ,-0.34  ,-2.11
201107  ,-0.42  ,-9.03  ,-4.80   ,0.49  ,-0.53  ,-4.98  ,-0.64  ,-3.67  ,-0.33  ,-3.64
201108  ,-0.66 ,-12.23  ,-6.16  ,-9.91  ,-6.77  ,-5.04  ,-2.88  ,-3.13   ,0.20  ,-8.16
201109  ,-4.87 ,-13.85 ,-11.02 ,-12.23  ,-4.78  ,-5.72  ,-3.89  ,-3.97  ,-1.61 ,-11.09
201110   ,6.30  ,23.07  ,14.17  ,16.25  ,11.80   ,7.61   ,9.75   ,5.52   ,6.70  ,13.58
201111   ,1.44  ,-8.68   ,1.38   ,2.15  ,-1.98   ,0.30   ,1.07   ,1.30   ,1.01  ,-2.04
201112   ,1.89  ,-1.03  ,-0.79  ,-0.35  ,-1.43   ,3.12   ,0.90   ,3.47   ,2.91   ,1.47
201201   ,0.39  ,13.66   ,6.78   ,1.01   ,8.47   ,2.37   ,4.06   ,3.43  ,-2.71   ,7.23
201202   ,3.93   ,5.95   ,3.89   ,6.52   ,6.63   ,5.07   ,3.12   ,1.25   ,1.30   ,4.20
201203   ,3.90   ,1.38   ,0.63  ,-3.27   ,4.65   ,2.38   ,4.66   ,3.95   ,1.48   ,4.91
201204   ,0.81  ,-7.30  ,-0.75  ,-1.57  ,-2.10   ,1.69   ,0.95   ,0.60   ,1.70  ,-1.68
201205  ,-2.67  ,-7.82  ,-7.81 ,-10.57  ,-7.80  ,-0.77  ,-3.03  ,-3.24  ,-0.88  ,-7.72
201206   ,3.44  ,-5.43   ,1.18   ,5.78   ,2.93   ,7.02   ,2.17   ,6.84   ,3.42   ,4.91
201207   ,1.40  ,-0.35   ,0.93   ,2.81  ,-0.10   ,4.15   ,1.22   ,1.63   ,3.50  ,-1.23
201208   ,0.12   ,4.25   ,3.25   ,2.36   ,4.80   ,0.97   ,2.76   ,0.97  ,-3.46   ,3.13
201209   ,0.94   ,3.40   ,1.70   ,3.81   ,1.21   ,4.86   ,1.92   ,4.68   ,2.11   ,3.83
201210  ,-1.68   ,6.31  ,-0.60  ,-1.86  ,-6.34  ,-2.43  ,-1.03  ,-1.92   ,1.09   ,0.93
201211   ,3.20   ,2.56   ,2.75  ,-1.49   ,1.48   ,0.06   ,1.47   ,1.51  ,-3.79  ,-0.38
201212  ,-2.26   ,7.60   ,2.77   ,1.33   ,0.37   ,1.15  ,-1.12  ,-0.53   ,0.12   ,3.66
201301   ,5.12   ,3.36   ,6.04   ,7.47   ,2.39   ,4.85   ,5.54   ,8.08   ,5.05   ,6.76
201302   ,3.17  ,-0.73   ,1.28   ,0.68   ,0.68   ,2.29   ,0.84   ,1.33   ,2.20   ,1.40
201303   ,5.06   ,4.44   ,2.61   ,2.07   ,2.70   ,5.64   ,4.73   ,6.52   ,5.69   ,4.19
201304   ,3.74   ,3.94   ,0.73  ,-1.39   ,0.38   ,4.32   ,2.72   ,2.59   ,5.13   ,0.83
201305  ,-2.29  ,10.04   ,3.48   ,3.03   ,4.56  ,-1.76   ,2.23   ,1.61  ,-7.14   ,5.94
201306   ,0.07  ,-0.45  ,-1.99  ,-2.39  ,-2.92   ,1.98  ,-0.03  ,-1.38   ,0.82  ,-1.20
201307   ,2.89   ,9.01   ,6.21   ,5.18   ,5.70   ,3.43   ,5.90   ,8.07   ,4.58   ,5.65
201308  ,-3.91  ,-1.03  ,-1.81  ,-1.90  ,-0.21  ,-3.29  ,-4.26  ,-3.67  ,-4.43  ,-3.68
201309   ,2.00   ,6.45   ,5.17   ,1.97   ,3.82   ,4.28   ,4.49   ,4.17   ,1.05   ,3.83
201310   ,4.82   ,0.76   ,4.60   ,4.79   ,3.76   ,5.85   ,5.12   ,3.55   ,3.34   ,3.83
201311   ,1.27   ,1.88   ,2.97   ,0.87   ,3.59   ,0.08   ,3.69   ,4.50  ,-1.81   ,4.70
201312   ,2.47   ,1.24   ,3.10   ,3.03   ,3.98   ,3.98   ,0.25   ,0.59   ,1.79   ,3.15
201401  ,-5.72  ,-3.62  ,-4.28  ,-6.89  ,-1.40  ,-3.81  ,-6.48   ,1.79   ,2.49  ,-4.33
201402   ,3.46   ,8.01   ,5.42   ,5.69   ,5.15   ,2.56   ,5.33   ,6.35   ,3.09   ,3.45
201403   ,3.25  ,-1.13   ,0.31   ,2.43  ,-0.61   ,0.15  ,-0.59  ,-2.47   ,2.68   ,2.04
201404   ,1.49   ,0.33   ,0.83   ,5.67  ,-1.05   ,0.39  ,-0.93  ,-0.33   ,3.98  ,-1.94
201405   ,3.37   ,0.69   ,1.27   ,0.88   ,3.42   ,4.11   ,0.99   ,1.85   ,0.01   ,1.78
201406   ,1.20   ,4.45   ,1.41   ,4.12   ,2.86   ,1.54   ,1.26   ,2.87   ,5.43   ,2.44
201407  ,-4.35  ,-4.71  ,-4.13  ,-3.56   ,0.15   ,0.80  ,-2.02  ,-0.34  ,-6.40  ,-2.26
201408   ,5.56   ,5.07   ,4.83   ,2.32   ,4.24   ,0.33   ,5.01   ,5.54   ,5.31   ,4.11
201409  ,-0.07  ,-9.38  ,-2.50  ,-7.83  ,-1.40  ,-1.45  ,-1.33  ,-0.22  ,-3.38  ,-1.11
201410   ,2.69   ,3.49   ,2.41  ,-4.19   ,1.58   ,1.30   ,2.71   ,5.92   ,6.71   ,3.41
201411   ,4.79   ,4.42   ,2.28  ,-9.57   ,4.28   ,2.46   ,7.51   ,2.52   ,0.26   ,2.51
201412  ,-2.41   ,0.35  ,-0.08   ,0.54  ,-1.26  ,-2.05   ,1.60  ,-0.83   ,1.86   ,1.18
201501  ,-0.56  ,-4.28  ,-3.75  ,-4.31  ,-3.46  ,-4.47  ,-0.40   ,1.58   ,1.24  ,-6.40
201502   ,5.13   ,8.02   ,6.15   ,4.72   ,8.22   ,8.92   ,5.67   ,4.00  ,-4.36   ,7.24
201503  ,-2.42  ,-0.58  ,-2.05  ,-2.49  ,-2.51  ,-2.12   ,0.66   ,0.86  ,-0.31  ,-0.61
201504   ,0.81  ,-0.71  ,-0.76   ,6.65   ,1.44   ,3.63  ,-2.09  ,-1.55   ,0.28   ,0.62
201505   ,1.50   ,0.99   ,0.88  ,-5.11   ,1.93   ,0.33   ,1.07   ,4.99  ,-0.43   ,1.72
201506  ,-1.53  ,-1.85  ,-1.99  ,-3.75  ,-3.59  ,-0.55  ,-0.61   ,0.37  ,-5.27   ,0.03
201507   ,4.96  ,-2.31  ,-2.00  ,-8.95   ,2.21   ,1.52   ,5.14   ,3.50   ,2.65   ,1.82
201508  ,-4.10  ,-5.98  ,-5.61  ,-3.65  ,-5.83  ,-8.38  ,-5.30  ,-8.38  ,-4.08  ,-6.17
201509  ,-0.56  ,-3.45  ,-4.24  ,-5.75  ,-1.32  ,-2.50  ,-2.06  ,-6.92  ,-0.50  ,-3.06
201510   ,6.80   ,6.96   ,9.41  ,12.17  ,10.12   ,9.07   ,4.82   ,7.51   ,2.09   ,6.57
201511  ,-0.92   ,1.96   ,0.41   ,1.06   ,1.15  ,-1.92   ,1.10   ,0.58  ,-3.42   ,1.38
201512   ,0.78  ,-4.08  ,-2.54  ,-9.60  ,-2.52  ,-2.96   ,0.04   ,0.32  ,-2.39  ,-2.67
201601   ,0.17 ,-12.33  ,-5.71  ,-4.37  ,-5.96   ,0.39  ,-4.53 ,-10.12   ,4.67  ,-8.73
201602   ,0.59   ,4.09   ,3.30  ,-2.95  ,-0.88   ,0.91   ,0.11  ,-0.97   ,1.72  ,-0.42
